debate_audio_id,turn_id,speaker,party,result,speaker_role,year,debate_type,date,n_sentences,n_words,n_syllables,turn_start_sec,turn_end_sec,speech_duration_sec,total_pause_sec,n_pauses_within_sentences,f0_mean,f0_std,intensity_mean_db,intensity_std_db,jitter_local_mean,shimmer_local_mean,hnr_mean_db,speech_rate_wps_mean,articulation_rate_wps_mean,syllable_rate_per_sec_mean,articulation_rate_syll_per_sec_mean,turn_floor_time_sec,turn_speech_density,pauses_per_100_words,mean_pause_sec_per_turn,turn_speech_rate_wps,turn_syllable_rate_per_sec,turn_articulation_rate_wps,turn_articulation_rate_syll_per_sec
1027,1027_t0067,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,4,5.0,1345.602,1347.168,1.566,0.0,0.0,221.652,,64.137,,0.022,0.121,8.05,2.554,2.554,3.193,3.193,1.566,1.0,0.0,0.0,2.554,3.193,2.554,3.193
1027,1027_t0068,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,1,7,7.0,1347.623,1349.064,1.441,0.0,0.0,250.062,,65.038,,0.012,0.096,10.693,4.858,4.858,4.858,4.858,1.441,1.0,0.0,0.0,4.858,4.858,4.858,4.858
1027,1027_t0069,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,5,6.0,1349.159,1349.945,0.786,0.0,0.0,164.384,,65.485,,0.019,0.121,8.123,6.361,6.361,7.634,7.634,0.786,1.0,0.0,0.0,6.361,7.634,6.361,7.634
1027,1027_t0070,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,5,78,106.0,1349.985,1381.247,27.5,1.7,6.0,213.689,16.986,61.441,1.445,0.021,0.103,10.085,2.615,2.799,3.516,3.759,31.262,0.88,7.692,0.283,2.495,3.391,2.836,3.855
1027,1027_t0071,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,14,180,259.0,1381.273,1437.226,50.054,1.33,3.0,189.294,22.395,61.984,6.239,0.022,0.109,9.823,6.377,6.436,8.775,8.868,55.953,0.895,1.667,0.443,3.217,4.629,3.596,5.174
1027,1027_t0072,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,2,26,35.0,1437.266,1441.52,4.204,0.0,0.0,175.604,,65.94,,0.022,0.144,7.44,4.995,4.995,73.33,6.66,4.254,0.988,0.0,0.0,6.112,8.228,6.185,8.325
1027,1027_t0073,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,1,7,8.0,1441.53,1443.331,1.801,0.0,0.0,176.638,,61.901,,0.026,0.101,7.075,3.887,3.887,4.442,4.442,1.801,1.0,0.0,0.0,3.887,4.442,3.887,4.442
1027,1027_t0074,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,12,13.0,1443.365,1443.737,0.372,0.0,0.0,208.83,,66.384,,0.024,0.178,4.226,32.258,32.258,34.946,34.946,0.372,1.0,0.0,0.0,32.258,34.946,32.258,34.946
1027,1027_t0075,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,1,17,19.0,1443.771,1449.556,5.305,0.48,2.0,177.935,,61.476,,0.018,0.107,10.011,2.939,3.205,3.284,3.582,5.785,0.917,11.765,0.24,2.939,3.284,3.205,3.582
1027,1027_t0076,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,1,1.0,1449.689,1449.689,0.0,0.0,0.0,,,,,,,,,,20.0,,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0
1027,1027_t0077,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,4,40,54.0,1449.823,1463.558,11.253,0.4,2.0,219.187,19.23,60.834,2.613,0.018,0.1,9.67,4.659,4.753,6.574,6.702,13.735,0.819,5.0,0.2,2.912,3.932,3.555,4.799
1027,1027_t0078,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,10,11.0,1463.626,1465.747,2.121,0.0,0.0,177.978,,66.209,,0.016,0.116,7.53,4.715,4.715,5.186,5.186,2.121,1.0,0.0,0.0,4.715,5.186,4.715,5.186
1027,1027_t0079,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,4,74,95.0,1465.787,1492.925,24.818,1.12,3.0,214.578,2.596,61.778,1.223,0.019,0.094,10.547,3.079,3.154,3.918,4.023,27.138,0.915,4.054,0.373,2.727,3.501,2.982,3.828
1027,1027_t0080,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,7,9.0,1493.01,1494.801,1.791,0.0,0.0,157.146,,66.458,,0.028,0.134,6.994,3.908,3.908,5.025,5.025,1.791,1.0,0.0,0.0,3.908,5.025,3.908,5.025
1027,1027_t0081,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,7,9.0,1494.861,1495.221,0.36,0.0,0.0,219.058,,66.497,,0.023,0.182,3.651,19.444,19.444,25.0,25.0,0.36,1.0,0.0,0.0,19.444,25.0,19.444,25.0
1027,1027_t0082,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,9,10.0,1495.281,1495.761,0.48,0.0,0.0,195.462,,68.076,,0.016,0.131,5.356,18.75,18.75,20.833,20.833,0.48,1.0,0.0,0.0,18.75,20.833,18.75,20.833
1027,1027_t0083,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,16,19.0,1495.821,1496.722,0.901,0.0,0.0,175.893,,65.251,,0.021,0.173,4.364,17.758,17.758,21.111,21.088,0.901,1.0,0.0,0.0,17.758,21.088,17.758,21.088
1027,1027_t0084,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,6,7.0,1496.782,1497.022,0.0,0.0,0.0,,,,,,,,,,29.167,,0.24,0.0,0.0,0.0,25.0,29.167,120.0,140.0
1027,1027_t0085,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,2,6,9.0,1497.082,1503.986,6.283,0.0,0.0,181.3,2.295,65.849,0.153,0.021,0.12,8.145,0.852,0.852,1.387,1.387,6.904,0.91,0.0,0.0,0.869,1.304,0.955,1.432
1027,1027_t0086,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,2,5,6.0,1503.989,1504.003,0.0,0.0,0.0,,,,,,,,,,60.0,,0.014,0.0,0.0,0.0,100.0,120.0,100.0,120.0
1027,1027_t0087,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,7,46,59.0,1504.006,1515.451,9.873,0.0,0.0,218.279,17.702,65.56,1.625,0.022,0.113,9.544,5.062,5.062,6.184,6.184,11.445,0.863,0.0,0.0,4.019,5.155,4.659,5.976
1027,1027_t0088,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,5,8.0,1516.572,1518.113,1.541,0.0,0.0,165.469,,65.322,,0.022,0.135,7.556,3.245,3.245,5.191,5.191,1.541,1.0,0.0,0.0,3.245,5.191,3.245,5.191
1027,1027_t0089,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,1,10,11.0,1518.473,1520.834,2.361,0.0,0.0,247.212,,64.07,,0.024,0.114,8.387,4.235,4.235,4.659,4.659,2.361,1.0,0.0,0.0,4.235,4.659,4.235,4.659
1027,1027_t0090,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,3,7.0,1520.847,1520.861,0.0,0.0,0.0,,,,,,,,,,140.0,,0.014,0.0,0.0,0.0,60.0,140.0,60.0,140.0
1027,1027_t0091,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,11,16.0,1520.874,1523.395,2.521,0.0,0.0,214.643,,65.882,,0.017,0.111,10.555,4.363,4.363,6.347,6.347,2.521,1.0,0.0,0.0,4.363,6.347,4.363,6.347
1027,1027_t0092,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,2,6,6.0,1523.415,1524.296,0.468,0.0,0.0,239.858,,67.242,,0.008,0.07,13.098,6.41,6.41,8.413,6.41,0.881,0.531,0.0,0.0,6.81,6.81,12.821,12.821
1027,1027_t0093,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,2,24,37.0,1524.316,1531.82,7.484,0.0,0.0,235.613,12.696,64.392,1.67,0.018,0.124,9.183,3.339,3.339,5.111,5.111,7.504,0.997,0.0,0.0,3.198,4.931,3.207,4.944
1027,1027_t0094,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,1,9,13.0,1532.814,1536.943,4.129,0.0,0.0,237.556,,59.227,,0.022,0.138,8.196,2.18,2.18,3.148,3.148,4.129,1.0,0.0,0.0,2.18,3.148,2.18,3.148
1027,1027_t0095,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,11,80,116.0,1536.953,1558.63,19.427,0.16,1.0,126.977,14.247,63.237,2.037,0.025,0.127,7.447,4.28,4.313,6.001,5.812,21.677,0.896,1.25,0.16,3.691,5.351,4.118,5.971
1027,1027_t0096,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,21,319,457.0,1558.75,1657.124,90.419,1.41,7.0,203.231,21.806,62.937,2.207,0.025,0.11,10.116,3.782,3.82,5.443,5.497,98.374,0.919,2.194,0.201,3.243,4.646,3.528,5.054
1027,1027_t0097,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,2,20,34.0,1657.624,1663.285,5.401,0.0,0.0,122.845,,61.987,,0.028,0.134,6.26,3.333,3.333,7.129,5.925,5.661,0.954,0.0,0.0,3.533,6.006,3.703,6.295
1027,1027_t0098,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,1,21,29.0,1663.445,1667.726,4.281,0.0,0.0,203.143,,63.102,,0.017,0.094,13.183,4.905,4.905,6.774,6.774,4.281,1.0,0.0,0.0,4.905,6.774,4.905,6.774
1027,1027_t0099,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,2,2.0,1667.746,1668.106,0.36,0.0,0.0,164.387,,66.763,,0.015,0.102,9.383,5.556,5.556,5.556,5.556,0.36,1.0,0.0,0.0,5.556,5.556,5.556,5.556
1027,1027_t0100,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,4,26,32.0,1668.486,1678.265,8.859,0.24,1.0,211.984,6.898,64.098,2.632,0.018,0.119,7.271,3.785,4.168,4.479,4.977,9.779,0.906,3.846,0.24,2.659,3.272,2.935,3.612
1027,1027_t0101,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,15,25.0,1678.317,1683.71,5.393,0.0,0.0,228.221,,64.491,,0.018,0.121,9.041,2.781,2.781,4.636,4.636,5.393,1.0,0.0,0.0,2.781,4.636,2.781,4.636
1027,1027_t0102,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,8,15.0,1683.73,1685.43,1.7,0.0,0.0,133.372,,65.305,,0.026,0.155,5.261,4.706,4.706,8.824,8.824,1.7,1.0,0.0,0.0,4.706,8.824,4.706,8.824
1027,1027_t0103,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,1,1.0,1685.775,1685.775,0.0,0.0,0.0,,,,,,,,,,20.0,,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0
1027,1027_t0104,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,4,48,69.0,1686.12,1707.359,17.368,2.46,7.0,200.47,29.967,58.773,2.622,0.021,0.109,10.139,2.617,2.886,3.541,3.917,21.239,0.818,14.583,0.351,2.26,3.249,2.764,3.973
1027,1027_t0105,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,5,5.0,1707.416,1707.642,0.0,0.0,0.0,,,,,,,,,,22.026,,0.226,0.0,0.0,0.0,22.124,22.124,100.0,100.0
1027,1027_t0106,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,3,53,69.0,1707.699,1727.411,16.591,1.73,3.0,212.438,12.911,61.935,3.737,0.021,0.112,9.698,2.988,3.177,4.044,4.273,19.712,0.842,5.66,0.577,2.689,3.5,3.195,4.159
1027,1027_t0107,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,2,12,14.0,1727.412,1727.422,0.0,0.0,0.0,,,,,,,,,,140.0,,0.01,0.0,0.0,0.0,240.0,280.0,240.0,280.0
1027,1027_t0108,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,2,8,14.0,1727.423,1727.429,0.0,0.0,0.0,,,,,,,,,,140.0,,0.006,0.0,0.0,0.0,160.0,280.0,160.0,280.0
1027,1027_t0109,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,2,17,22.0,1727.43,1733.021,4.82,0.17,1.0,239.829,58.56,62.136,0.11,0.017,0.085,11.748,4.783,5.393,6.007,6.753,5.591,0.862,5.882,0.17,3.041,3.935,3.527,4.564
1027,1027_t0110,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,2,7,9.0,1733.073,1734.574,1.461,0.0,0.0,221.634,5.945,67.102,0.342,0.022,0.127,8.852,4.58,4.58,5.643,5.643,1.501,0.973,0.0,0.0,4.664,5.996,4.791,6.16
1027,1027_t0111,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,1,3,2.0,1734.854,1735.434,0.58,0.0,0.0,248.268,,64.406,,0.019,0.072,12.1,5.172,5.172,3.448,3.448,0.58,1.0,0.0,0.0,5.172,3.448,5.172,3.448
1027,1027_t0112,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,3,4.0,1735.564,1735.824,0.0,0.0,0.0,,,,,,,,,,15.385,,0.26,0.0,0.0,0.0,11.538,15.385,60.0,80.0
1027,1027_t0113,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,10,133,190.0,1735.954,1788.04,44.472,3.11,10.0,232.238,24.615,62.084,2.22,0.019,0.089,11.73,2.888,3.071,4.081,4.348,52.086,0.854,7.519,0.311,2.553,3.648,2.991,4.272
1027,1027_t0114,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,2,3,3.0,1789.324,1789.965,0.381,0.0,0.0,148.243,,63.447,,0.036,0.14,4.894,5.249,5.249,4.897,5.249,0.641,0.594,0.0,0.0,4.68,4.68,7.874,7.874
1027,1027_t0115,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,15,189,266.0,1790.105,1854.725,53.494,4.7,15.0,189.649,12.054,61.29,2.652,0.022,0.104,10.782,3.14,3.332,4.732,5.008,64.62,0.828,7.937,0.313,2.925,4.116,3.533,4.973
1027,1027_t0116,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,4,65,99.0,1855.025,1875.625,19.759,0.29,1.0,125.842,4.579,63.623,0.338,0.029,0.137,7.758,3.711,3.733,5.318,5.611,20.6,0.959,1.538,0.29,3.155,4.806,3.29,5.01
1027,1027_t0117,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,11,181,246.0,1875.825,1940.858,56.93,4.54,15.0,195.958,31.343,63.573,3.136,0.021,0.097,11.534,3.981,4.131,5.124,5.326,65.033,0.875,8.287,0.303,2.783,3.783,3.179,4.321
1027,1027_t0118,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,5,6.0,1940.878,1942.219,1.341,0.0,0.0,173.763,,67.061,,0.019,0.101,7.058,3.729,3.729,4.474,4.474,1.341,1.0,0.0,0.0,3.729,4.474,3.729,4.474
1027,1027_t0119,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,2,3.0,1942.239,1942.259,0.0,0.0,0.0,,,,,,,,,,60.0,,0.02,0.0,0.0,0.0,40.0,60.0,40.0,60.0
1027,1027_t0120,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,2,26,38.0,1942.279,1951.082,8.493,0.29,1.0,123.868,9.064,62.009,0.849,0.027,0.133,7.057,3.049,3.125,4.417,4.533,8.803,0.965,3.846,0.29,2.954,4.317,3.061,4.474
1027,1027_t0121,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,22,182,250.0,1951.262,2011.527,51.012,1.9,6.0,209.742,29.313,64.177,2.455,0.021,0.105,11.299,4.231,4.304,5.534,5.634,60.265,0.846,3.297,0.317,3.02,4.148,3.568,4.901
1027,1027_t0122,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,3,6.0,2011.547,2012.367,0.82,0.0,0.0,161.679,,65.725,,0.036,0.156,6.242,3.659,3.659,7.317,7.317,0.82,1.0,0.0,0.0,3.659,7.317,3.659,7.317
1027,1027_t0123,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,3,14,19.0,2013.137,2017.341,3.484,0.58,1.0,268.194,14.163,62.69,6.294,0.019,0.092,12.016,3.858,4.269,5.242,5.961,4.204,0.829,7.143,0.58,3.33,4.52,4.018,5.454
1027,1027_t0124,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,5,36,49.0,2017.511,2024.997,7.046,0.0,0.0,128.238,23.789,64.783,2.516,0.03,0.122,7.565,5.016,5.016,7.592,7.592,7.486,0.941,0.0,0.0,4.809,6.546,5.109,6.954
1027,1027_t0125,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,10,200,271.0,2025.864,2096.008,59.056,5.91,14.0,210.415,24.712,61.21,1.978,0.021,0.096,10.492,3.276,3.587,4.285,4.677,70.144,0.842,7.0,0.422,2.851,3.863,3.387,4.589
1027,1027_t0126,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,4,4.0,2096.789,2097.831,1.042,0.0,0.0,220.952,,64.58,,0.025,0.106,10.107,3.839,3.839,3.839,3.839,1.042,1.0,0.0,0.0,3.839,3.839,3.839,3.839
1027,1027_t0127,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,11,168,223.0,2097.867,2160.985,51.954,6.09,16.0,222.22,18.483,61.072,1.785,0.02,0.098,10.525,3.135,3.413,3.925,4.288,63.118,0.823,9.524,0.381,2.662,3.533,3.234,4.292
1027,1027_t0128,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,2,16,21.0,2161.005,2163.828,2.803,0.0,0.0,119.771,0.344,65.544,1.423,0.023,0.144,7.897,6.251,6.251,7.857,7.857,2.823,0.993,0.0,0.0,5.668,7.439,5.708,7.492
1027,1027_t0129,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,2,13,15.0,2164.268,2168.503,3.664,0.37,1.0,215.668,46.548,63.726,5.042,0.023,0.08,10.14,4.806,4.968,5.074,5.266,4.235,0.865,7.692,0.37,3.07,3.542,3.548,4.094
1027,1027_t0130,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,3,3.0,2168.748,2169.454,0.706,0.0,0.0,145.214,,65.907,,0.025,0.188,4.724,4.249,4.249,4.249,4.249,0.706,1.0,0.0,0.0,4.249,4.249,4.249,4.249
1027,1027_t0131,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,3,33,49.0,2169.774,2179.084,7.829,0.26,1.0,198.97,19.142,61.313,0.539,0.021,0.093,10.357,4.12,4.364,6.179,6.544,9.31,0.841,3.03,0.26,3.545,5.263,4.215,6.259
1027,1027_t0132,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,2,2,2.0,2179.784,2180.145,0.0,0.0,0.0,,,,,,,,,,6.059,,0.361,0.0,0.0,0.0,5.54,5.54,40.0,40.0
1027,1027_t0133,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,42,495,658.0,2182.208,2340.345,135.012,8.38,24.0,171.74,29.233,63.228,2.713,0.025,0.11,10.066,3.9,4.009,5.704,5.505,158.137,0.854,4.848,0.349,3.13,4.161,3.666,4.874
1027,1027_t0134,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,12,14.0,2340.376,2340.715,0.339,0.0,0.0,143.147,,63.97,,0.032,0.362,1.337,35.398,35.398,41.298,41.298,0.339,1.0,0.0,0.0,35.398,41.298,35.398,41.298
1027,1027_t0135,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,2,23,33.0,2340.746,2348.051,6.965,0.0,0.0,218.97,63.449,63.894,0.064,0.019,0.101,9.329,3.243,3.243,4.619,4.619,7.305,0.953,0.0,0.0,3.149,4.517,3.302,4.738
1027,1027_t0136,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,7,10.0,2348.071,2350.913,2.442,0.4,1.0,220.983,,62.124,,0.018,0.079,11.109,2.463,2.867,3.519,4.095,2.842,0.859,14.286,0.4,2.463,3.519,2.867,4.095
1027,1027_t0137,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,8,141,194.0,2350.993,2407.439,43.797,8.68,19.0,215.667,16.284,58.93,1.915,0.02,0.091,10.993,2.904,3.377,4.144,4.849,56.446,0.776,13.475,0.457,2.498,3.437,3.219,4.43
1027,1027_t0138,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,14,18.0,2407.449,2411.351,3.902,0.0,0.0,194.985,,65.792,,0.024,0.115,10.012,3.588,3.588,4.613,4.613,3.902,1.0,0.0,0.0,3.588,4.613,3.588,4.613
1027,1027_t0139,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,1,2,2.0,2411.358,2411.364,0.0,0.0,0.0,,,,,,,,,,40.0,,0.006,0.0,0.0,0.0,40.0,40.0,40.0,40.0
1027,1027_t0140,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,6,7.0,2411.371,2412.522,1.151,0.0,0.0,205.321,,64.52,,0.03,0.137,5.287,5.213,5.213,6.082,6.082,1.151,1.0,0.0,0.0,5.213,6.082,5.213,6.082
1027,1027_t0141,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,8,138,196.0,2412.632,2466.579,44.933,5.45,16.0,211.271,18.123,59.589,2.018,0.022,0.098,10.244,2.918,3.163,4.173,4.532,53.947,0.833,11.594,0.341,2.558,3.633,3.071,4.362
1027,1027_t0142,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,2,2,2.0,2466.726,2466.873,0.0,0.0,0.0,,,,,,,,,,20.0,,0.147,0.0,0.0,0.0,13.605,13.605,40.0,40.0
1027,1027_t0143,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,1,25,39.0,2467.02,2478.788,10.558,1.21,3.0,209.51,,59.353,,0.019,0.086,11.28,2.124,2.368,3.314,3.694,11.768,0.897,12.0,0.403,2.124,3.314,2.368,3.694
1027,1027_t0144,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,2,4,4.0,2478.896,2479.22,0.0,0.0,0.0,,,,,,,,,,16.944,,0.324,0.0,0.0,0.0,12.346,12.346,80.0,80.0
1027,1027_t0145,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,1,9,11.0,2479.328,2481.97,2.642,0.0,0.0,181.515,,65.052,,0.023,0.139,6.909,3.407,3.407,4.164,4.164,2.642,1.0,0.0,0.0,3.407,4.164,3.407,4.164
1027,1027_t0146,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,23,333,457.0,2482.034,2593.661,94.169,7.47,22.0,182.94,31.843,60.939,6.316,0.024,0.108,10.543,4.087,4.267,5.425,5.689,111.627,0.844,6.607,0.34,2.983,4.094,3.536,4.853
1027,1027_t0147,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,7,109,156.0,2593.721,2624.356,27.465,0.89,2.0,119.813,8.346,63.669,1.479,0.029,0.139,6.943,4.127,4.164,5.88,5.937,30.635,0.897,1.835,0.445,3.558,5.092,3.969,5.68
1027,1027_t0148,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,20,317,452.0,2625.097,2752.102,100.36,12.02,27.0,187.258,15.836,59.849,2.454,0.02,0.09,10.634,3.225,3.431,4.252,4.558,127.005,0.79,8.517,0.445,2.496,3.559,3.159,4.504
1027,1027_t0149,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,3,14,17.0,2752.122,2754.442,2.24,0.0,0.0,106.99,1.805,65.751,1.196,0.036,0.144,6.188,6.524,6.524,7.693,7.693,2.32,0.966,0.0,0.0,6.034,7.328,6.25,7.589
1027,1027_t0150,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,29,373,523.0,2754.462,2890.326,110.48,9.91,26.0,187.432,33.158,62.923,3.124,0.023,0.099,11.223,3.919,4.101,5.03,5.285,135.864,0.813,6.971,0.381,2.745,3.849,3.376,4.734
1027,1027_t0151,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,2,29,47.0,2890.381,2901.871,10.64,0.35,2.0,129.662,6.333,62.845,2.045,0.032,0.135,7.147,2.792,2.851,4.361,4.464,11.49,0.926,6.897,0.175,2.524,4.091,2.726,4.417
1027,1027_t0152,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,6,54,71.0,2902.052,2920.624,14.149,1.68,3.0,159.776,15.593,62.275,2.927,0.025,0.106,10.574,4.453,4.62,5.461,5.692,18.572,0.762,5.556,0.56,2.908,3.823,3.817,5.018
1027,1027_t0153,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,10,15.0,2920.744,2923.045,2.301,0.0,0.0,124.948,,60.887,,0.038,0.19,5.162,4.346,4.346,6.519,6.519,2.301,1.0,0.0,0.0,4.346,6.519,4.346,6.519
1027,1027_t0154,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,16,194,299.0,2923.205,2994.814,57.857,7.64,15.0,204.336,21.815,63.37,3.039,0.025,0.106,10.86,3.359,3.487,5.225,5.435,71.609,0.808,7.732,0.509,2.709,4.175,3.353,5.168
1027,1027_t0155,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,2,6.0,2994.947,2995.081,0.0,0.0,0.0,,,,,,,,,,45.113,,0.134,0.0,0.0,0.0,14.925,44.776,40.0,120.0
1027,1027_t0156,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,3,46,75.0,2995.214,3012.988,15.584,1.89,5.0,218.662,3.081,60.835,2.408,0.022,0.113,11.088,2.745,2.98,4.268,4.662,17.774,0.877,10.87,0.378,2.588,4.22,2.952,4.813
1027,1027_t0157,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,1,2,6.0,3013.395,3013.802,0.407,0.0,0.0,103.298,,59.302,,0.053,0.202,6.438,4.914,4.914,14.742,14.742,0.407,1.0,0.0,0.0,4.914,14.742,4.914,14.742
1027,1027_t0158,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,1,28,43.0,3014.209,3029.969,12.34,3.42,5.0,181.118,,56.098,,0.02,0.095,10.1,1.777,2.269,2.728,3.485,15.76,0.783,17.857,0.684,1.777,2.728,2.269,3.485
1027,1027_t0159,Donald Trump,Republican,winner,candidate,2016,Presidential,2016-09-26,1,1,1.0,3030.134,3030.134,0.0,0.0,0.0,,,,,,,,,,20.0,,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0
1027,1027_t0160,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,28,431,619.0,3030.299,3198.497,142.369,13.0,35.0,222.103,16.954,61.271,1.925,0.021,0.094,10.805,2.995,3.179,4.137,4.408,168.198,0.846,8.121,0.371,2.562,3.68,3.027,4.348
1027,1027_t0161,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,2,32,54.0,3198.677,3208.365,9.228,0.0,0.0,132.178,12.18,63.82,0.187,0.03,0.146,7.406,3.518,3.518,5.975,5.975,9.688,0.953,0.0,0.0,3.303,5.574,3.468,5.852
1027,1027_t0162,Hillary Clinton,Democratic,loser,candidate,2016,Presidential,2016-09-26,10,176,254.0,3208.865,3272.702,53.354,5.67,15.0,212.209,16.122,60.706,2.113,0.022,0.093,10.403,3.333,3.545,4.713,5.012,63.837,0.836,8.523,0.378,2.757,3.979,3.299,4.761
1027,1027_t0163,Holt,—,moderator,moderator,2016,Presidential,2016-09-26,2,2,2.0,3273.03,3273.357,0.0,0.0,0.0,,,,,,,,,,20.0,,0.327,0.0,0.0,0.0,6.116,6.116,40.0,40.0
